county,date,labor.force,employed,unemployment,unemployment.rate
Siskiyou County,1998-10-01,18180,16430,1750,9.6
Solano County,1998-10-01,185100,175900,9200,5
Sonoma County,1998-10-01,249400,242400,6900,2.8
Stanislaus County,1998-10-01,201900,179300,22600,11.2
Sutter County,1998-10-01,34800,30700,4100,11.8
Tehama County,1998-10-01,24440,22910,1530,6.3
Trinity County,1998-10-01,4860,4400,460,9.5
Tulare County,1998-10-01,162600,138500,24200,14.9
Tuolumne County,1998-10-01,19310,18060,1250,6.5
Ventura County,1998-10-01,387300,364500,22700,5.9
Yolo County,1998-10-01,87600,83900,3700,4.2
Yuba County,1998-10-01,20400,18400,2100,10.3
Alameda County,1999-10-01,716300,693200,23100,3.2
Alpine County,1999-10-01,320,280,40,12.5
Amador County,1999-10-01,13640,13130,510,3.7
Butte County,1999-10-01,86500,82000,4400,5.1
Calaveras County,1999-10-01,14340,13530,820,5.7
Colusa County,1999-10-01,8530,7840,690,8.1
Contra Costa County,1999-10-01,488300,474100,14200,2.9
Del Norte County,1999-10-01,9880,9230,640,6.5
El Dorado County,1999-10-01,79100,76400,2600,3.3
Fresno County,1999-10-01,374400,329900,44500,11.9
Glenn County,1999-10-01,10910,10150,760,7
Humboldt County,1999-10-01,59200,56200,3000,5.1
Imperial County,1999-10-01,56000,41000,14900,26.6
Inyo County,1999-10-01,7090,6760,330,4.7
Kern County,1999-10-01,278500,251800,26700,9.6
Kings County,1999-10-01,43200,38800,4400,10.2
Lake County,1999-10-01,23590,22060,1530,6.5
Lassen County,1999-10-01,11070,10620,450,4.1
Los Angeles County,1999-10-01,4627900,4356100,271800,5.9
Madera County,1999-10-01,51900,47200,4800,9.2
Marin County,1999-10-01,134000,131500,2500,1.9
Mariposa County,1999-10-01,6600,6240,360,5.5
Mendocino County,1999-10-01,42890,40950,1940,4.5
Merced County,1999-10-01,83200,75500,7800,9.4
Modoc County,1999-10-01,4010,3800,210,5.2
Mono County,1999-10-01,5660,5230,430,7.6
Monterey County,1999-10-01,184600,174300,10300,5.6
Napa County,1999-10-01,63100,61600,1500,2.4
Nevada County,1999-10-01,43500,41990,1510,3.5
Orange County,1999-10-01,1467600,1427800,39800,2.7
Placer County,1999-10-01,120000,116500,3600,3
Plumas County,1999-10-01,9460,8990,470,5
Riverside County,1999-10-01,703600,663800,39800,5.7
Sacramento County,1999-10-01,583500,559300,24200,4.1
San Benito County,1999-10-01,26200,24600,1600,6.1
San Bernardino County,1999-10-01,759800,723800,36000,4.7
San Diego County,1999-10-01,1362800,1321200,41600,3.1
San Francisco County,1999-10-01,417000,404800,12100,2.9
San Joaquin County,1999-10-01,251200,233300,17900,7.1
San Luis Obispo County,1999-10-01,113400,110400,3000,2.6
San Mateo County,1999-10-01,394600,387300,7300,1.8
Santa Barbara County,1999-10-01,198300,191600,6700,3.4
Santa Clara County,1999-10-01,959900,933600,26200,2.7
Santa Cruz County,1999-10-01,136900,131600,5300,3.9
Shasta County,1999-10-01,73900,70100,3800,5.1
Sierra County,1999-10-01,1750,1670,80,4.6
Siskiyou County,1999-10-01,17540,16330,1220,7
Solano County,1999-10-01,192700,184600,8000,4.2
Sonoma County,1999-10-01,253500,247500,6000,2.4
Stanislaus County,1999-10-01,201700,183600,18100,9
Sutter County,1999-10-01,35000,31900,3200,9.1
Tehama County,1999-10-01,25180,23940,1250,5
Trinity County,1999-10-01,4840,4510,330,6.8
Tulare County,1999-10-01,164200,140200,24000,14.6
Tuolumne County,1999-10-01,19310,18290,1020,5.3
Ventura County,1999-10-01,396700,378000,18800,4.7
Yolo County,1999-10-01,92500,89600,2900,3.1
Yuba County,1999-10-01,20500,18600,1900,9.3
Alameda County,2000-10-01,774600,748700,25900,3.3
Alpine County,2000-10-01,430,400,30,7
Amador County,2000-10-01,15580,14890,700,4.5
Butte County,2000-10-01,94400,89500,4900,5.2
Calaveras County,2000-10-01,18410,17540,870,4.7
Colusa County,2000-10-01,9380,8630,740,7.9
Contra Costa County,2000-10-01,504400,488000,16400,3.3
Del Norte County,2000-10-01,10270,9590,670,6.5
El Dorado County,2000-10-01,82400,79400,3100,3.8
Fresno County,2000-10-01,382600,347300,35300,9.2
Glenn County,2000-10-01,11670,10960,700,6
Humboldt County,2000-10-01,59900,57000,2900,4.8
Imperial County,2000-10-01,56900,45100,11800,20.7
Inyo County,2000-10-01,8890,8520,380,4.3
Kern County,2000-10-01,296300,275200,21000,7.1
Kings County,2000-10-01,50500,46100,4400,8.7
Lake County,2000-10-01,22920,21460,1460,6.4
Lassen County,2000-10-01,11730,11100,630,5.4
Los Angeles County,2000-10-01,4697500,4460700,236800,5
Madera County,2000-10-01,55300,51400,4000,7.2
Marin County,2000-10-01,142900,139100,3800,2.7
Mariposa County,2000-10-01,7980,7580,400,5
Mendocino County,2000-10-01,45220,43310,1920,4.2
Merced County,2000-10-01,92000,85100,6900,7.5
Modoc County,2000-10-01,3870,3660,210,5.4
Mono County,2000-10-01,6930,6600,330,4.8
Monterey County,2000-10-01,203800,194200,9600,4.7
Napa County,2000-10-01,67800,65700,2100,3.1
Nevada County,2000-10-01,45150,43480,1670,3.7
Orange County,2000-10-01,1488300,1438500,49800,3.3
Placer County,2000-10-01,132800,128300,4500,3.4
Plumas County,2000-10-01,9820,9340,480,4.9
Riverside County,2000-10-01,684700,648100,36600,5.3
Sacramento County,2000-10-01,611900,586900,25000,4.1
San Benito County,2000-10-01,27500,26200,1200,4.4
San Bernardino County,2000-10-01,741700,708200,33500,4.5
San Diego County,2000-10-01,1385000,1333400,51500,3.7
San Francisco County,2000-10-01,476500,461000,15500,3.3
San Joaquin County,2000-10-01,260800,245200,15500,5.9
San Luis Obispo County,2000-10-01,124600,120100,4500,3.6
San Mateo County,2000-10-01,401200,390400,10800,2.7
Santa Barbara County,2000-10-01,202000,194200,7800,3.9
Santa Clara County,2000-10-01,953600,927300,26300,2.8
Santa Cruz County,2000-10-01,148800,143300,5500,3.7
Shasta County,2000-10-01,76400,72600,3800,5
Sierra County,2000-10-01,1850,1780,70,3.8
Siskiyou County,2000-10-01,18820,17720,1110,5.9
Solano County,2000-10-01,194900,187100,7800,4
Sonoma County,2000-10-01,257700,249900,7800,3
Stanislaus County,2000-10-01,207900,193700,14200,6.8
Sutter County,2000-10-01,37600,34900,2700,7.2
Tehama County,2000-10-01,24490,23220,1270,5.2
Trinity County,2000-10-01,5190,4820,370,7.1
Tulare County,2000-10-01,169300,153600,15600,9.2
Tuolumne County,2000-10-01,22950,21840,1110,4.8
Ventura County,2000-10-01,394100,377300,16900,4.3
Yolo County,2000-10-01,86100,82500,3600,4.2
Yuba County,2000-10-01,24300,22700,1500,6.2
Alameda County,2001-10-01,779000,733300,45700,5.9
Alpine County,2001-10-01,430,400,40,9.3
Amador County,2001-10-01,16370,15560,810,4.9
Butte County,2001-10-01,96200,90500,5600,5.8
Calaveras County,2001-10-01,19320,18340,980,5.1
Colusa County,2001-10-01,9260,8490,770,8.3
Contra Costa County,2001-10-01,506000,482900,23100,4.6
Del Norte County,2001-10-01,10260,9530,730,7.1
El Dorado County,2001-10-01,84600,81000,3700,4.4
Fresno County,2001-10-01,387000,349100,37900,9.8
Glenn County,2001-10-01,11870,11140,730,6.1
Humboldt County,2001-10-01,60900,57600,3300,5.4
Imperial County,2001-10-01,55700,45800,9900,17.8
Inyo County,2001-10-01,9150,8760,380,4.2
Kern County,2001-10-01,299800,276100,23700,7.9
Kings County,2001-10-01,51100,46100,5000,9.8
Lake County,2001-10-01,25070,23360,1710,6.8
Lassen County,2001-10-01,12190,11510,680,5.6
Los Angeles County,2001-10-01,4772500,4474600,297900,6.2
Madera County,2001-10-01,53800,49200,4600,8.6
Marin County,2001-10-01,137400,131700,5700,4.1
Mariposa County,2001-10-01,8750,8320,420,4.8
Mendocino County,2001-10-01,46200,43870,2330,5
Merced County,2001-10-01,93500,86000,7500,8
Modoc County,2001-10-01,3990,3800,200,5
Mono County,2001-10-01,6960,6580,390,5.6
Monterey County,2001-10-01,205800,194500,11300,5.5
Napa County,2001-10-01,72000,69300,2600,3.6
Nevada County,2001-10-01,47320,45220,2100,4.4
Orange County,2001-10-01,1515700,1447700,68000,4.5
Placer County,2001-10-01,140500,134400,6100,4.3
Plumas County,2001-10-01,10080,9540,550,5.5
Riverside County,2001-10-01,719900,675900,44000,6.1
Sacramento County,2001-10-01,630200,600100,30100,4.8
San Benito County,2001-10-01,26400,24800,1600,6.1
San Bernardino County,2001-10-01,769000,728600,40300,5.2
San Diego County,2001-10-01,1424500,1358400,66000,4.6
San Francisco County,2001-10-01,463200,434100,29100,6.3
San Joaquin County,2001-10-01,267800,249100,18700,7
San Luis Obispo County,2001-10-01,127100,122000,5200,4.1
San Mateo County,2001-10-01,386400,368100,18200,4.7
Santa Barbara County,2001-10-01,203600,194900,8700,4.3
Santa Clara County,2001-10-01,925200,859600,65600,7.1
Santa Cruz County,2001-10-01,149900,142100,7800,5.2
Shasta County,2001-10-01,80200,75600,4600,5.7
Sierra County,2001-10-01,1690,1610,80,4.7
Siskiyou County,2001-10-01,19040,17790,1250,6.6
Solano County,2001-10-01,198100,188700,9500,4.8
Sonoma County,2001-10-01,260900,250800,10200,3.9
Stanislaus County,2001-10-01,216000,199100,16800,7.8
Sutter County,2001-10-01,38400,35400,2900,7.6
Tehama County,2001-10-01,26090,24730,1370,5.3
Trinity County,2001-10-01,5470,5120,360,6.6
Tulare County,2001-10-01,175700,157000,18800,10.7
Tuolumne County,2001-10-01,24110,22800,1310,5.4
Ventura County,2001-10-01,402000,380900,21100,5.2
Yolo County,2001-10-01,88300,84300,4000,4.5
Yuba County,2001-10-01,25000,23200,1800,7.2
Alameda County,2002-10-01,773400,721800,51600,6.7
Alpine County,2002-10-01,440,410,30,6.8
Amador County,2002-10-01,16400,15510,890,5.4
Butte County,2002-10-01,98200,91900,6300,6.4
Calaveras County,2002-10-01,19720,18520,1200,6.1
Colusa County,2002-10-01,9490,8490,1000,10.5
Contra Costa County,2002-10-01,512600,483100,29500,5.8
Del Norte County,2002-10-01,10480,9690,790,7.5
El Dorado County,2002-10-01,86700,82300,4400,5.1
Fresno County,2002-10-01,401300,358400,42900,10.7
Glenn County,2002-10-01,11780,10960,820,7
Humboldt County,2002-10-01,60700,57100,3500,5.8
Imperial County,2002-10-01,58200,48300,9900,17
Inyo County,2002-10-01,9140,8660,480,5.3
Kern County,2002-10-01,306300,279500,26800,8.7
Kings County,2002-10-01,51900,46300,5600,10.8
Lake County,2002-10-01,25790,23750,2040,7.9
Lassen County,2002-10-01,12600,11840,760,6
Los Angeles County,2002-10-01,4758100,4457100,301100,6.3
Madera County,2002-10-01,56900,51900,5000,8.8
Marin County,2002-10-01,133800,127300,6500,4.9
Mariposa County,2002-10-01,8530,8030,500,5.9
Mendocino County,2002-10-01,47050,44460,2590,5.5
Merced County,2002-10-01,96000,87900,8100,8.4
Modoc County,2002-10-01,4220,3960,260,6.2
Mono County,2002-10-01,7270,6870,400,5.5
Monterey County,2002-10-01,209400,196400,13000,6.2
Napa County,2002-10-01,72300,69200,3000,4.1
Nevada County,2002-10-01,48600,46200,2410,5
Orange County,2002-10-01,1536200,1460300,75900,4.9
Placer County,2002-10-01,147300,140100,7200,4.9
Plumas County,2002-10-01,10340,9710,620,6
Riverside County,2002-10-01,754100,703000,51100,6.8
Sacramento County,2002-10-01,647800,610800,37000,5.7
San Benito County,2002-10-01,25600,23600,2000,7.8
San Bernardino County,2002-10-01,792000,744400,47600,6
San Diego County,2002-10-01,1452400,1377100,75400,5.2
San Francisco County,2002-10-01,445200,414800,30400,6.8
San Joaquin County,2002-10-01,276500,254800,21700,7.8
San Luis Obispo County,2002-10-01,128400,122400,6000,4.7
San Mateo County,2002-10-01,375900,354400,21400,5.7
Santa Barbara County,2002-10-01,205100,195000,10200,5
Santa Clara County,2002-10-01,875500,800600,74900,8.6
Santa Cruz County,2002-10-01,146600,137600,9000,6.1
Shasta County,2002-10-01,83500,78300,5200,6.2
Sierra County,2002-10-01,1640,1540,100,6.1
Siskiyou County,2002-10-01,18940,17600,1340,7.1
Solano County,2002-10-01,204200,192700,11400,5.6
Sonoma County,2002-10-01,259500,246800,12600,4.9
Stanislaus County,2002-10-01,219900,200400,19500,8.9
Sutter County,2002-10-01,38800,35400,3400,8.8
Tehama County,2002-10-01,26870,25270,1600,6
Trinity County,2002-10-01,5350,4930,420,7.9
Tulare County,2002-10-01,178600,159400,19200,10.8
Tuolumne County,2002-10-01,25210,23730,1480,5.9
Ventura County,2002-10-01,408200,384500,23700,5.8
Yolo County,2002-10-01,90300,85700,4600,5.1
Yuba County,2002-10-01,25100,23000,2100,8.4
Alameda County,2003-10-01,749900,700800,49000,6.5
Alpine County,2003-10-01,430,390,40,9.3
Amador County,2003-10-01,16630,15690,940,5.7
Butte County,2003-10-01,98400,92100,6300,6.4
Calaveras County,2003-10-01,19720,18420,1300,6.6
Colusa County,2003-10-01,9750,8740,1010,10.4
Contra Costa County,2003-10-01,505400,476200,29300,5.8
Del Norte County,2003-10-01,10370,9560,810,7.8
El Dorado County,2003-10-01,87300,82800,4500,5.2
Fresno County,2003-10-01,401300,359600,41600,10.4
Glenn County,2003-10-01,11620,10760,860,7.4
Humboldt County,2003-10-01,61100,57500,3700,6.1
Imperial County,2003-10-01,59000,48700,10300,17.5
Inyo County,2003-10-01,9020,8540,480,5.3
Kern County,2003-10-01,312200,283200,29000,9.3
Kings County,2003-10-01,53300,47800,5500,10.3
Lake County,2003-10-01,25560,23430,2130,8.3
Lassen County,2003-10-01,12840,12060,780,6.1
Los Angeles County,2003-10-01,4744800,4414100,330700,7
Madera County,2003-10-01,61200,56100,5100,8.3
Marin County,2003-10-01,129500,123300,6200,4.8
Mariposa County,2003-10-01,8420,7930,490,5.8
Mendocino County,2003-10-01,45610,43060,2550,5.6
Merced County,2003-10-01,97300,88400,8900,9.1
Modoc County,2003-10-01,4280,3990,290,6.8
Mono County,2003-10-01,8130,7690,450,5.5
Monterey County,2003-10-01,209100,195900,13200,6.3
Napa County,2003-10-01,72500,69300,3100,4.3
Nevada County,2003-10-01,48100,45570,2530,5.3
Orange County,2003-10-01,1557400,1485300,72000,4.6
Placer County,2003-10-01,152700,145200,7500,4.9
Plumas County,2003-10-01,10510,9780,730,6.9
Riverside County,2003-10-01,786800,734800,51900,6.6
Sacramento County,2003-10-01,653100,615100,38100,5.8
San Benito County,2003-10-01,25000,22900,2100,8.4
San Bernardino County,2003-10-01,810600,761800,48800,6
San Diego County,2003-10-01,1466600,1392600,74000,5
San Francisco County,2003-10-01,424200,397400,26800,6.3
San Joaquin County,2003-10-01,278600,255600,23000,8.3
San Luis Obispo County,2003-10-01,129700,123800,5900,4.5
San Mateo County,2003-10-01,363100,342900,20200,5.6
Santa Barbara County,2003-10-01,209400,199200,10300,4.9
Santa Clara County,2003-10-01,834300,770000,64300,7.7
Santa Cruz County,2003-10-01,145100,136100,9000,6.2
Shasta County,2003-10-01,83700,78100,5600,6.7
Sierra County,2003-10-01,1640,1540,100,6.1
Siskiyou County,2003-10-01,19100,17650,1450,7.6
Solano County,2003-10-01,206700,194600,12100,5.9
Sonoma County,2003-10-01,256700,243800,12900,5
Stanislaus County,2003-10-01,221300,202000,19300,8.7
Sutter County,2003-10-01,39000,35600,3500,9
Tehama County,2003-10-01,25790,24120,1670,6.5
Trinity County,2003-10-01,5410,4990,420,7.8
Tulare County,2003-10-01,180500,161000,19500,10.8
Tuolumne County,2003-10-01,25230,23650,1580,6.3
Ventura County,2003-10-01,411600,387500,24100,5.9
Yolo County,2003-10-01,90800,85600,5200,5.7
Yuba County,2003-10-01,25200,22900,2300,9.1
Alameda County,2004-10-01,742000,702000,40000,5.4
Alpine County,2004-10-01,440,410,40,9.1
Amador County,2004-10-01,17180,16290,890,5.2
Butte County,2004-10-01,97800,91700,6100,6.2
Calaveras County,2004-10-01,20120,18940,1180,5.9
Colusa County,2004-10-01,9780,8830,960,9.8
Contra Costa County,2004-10-01,508300,482900,25500,5
Del Norte County,2004-10-01,10860,10090,770,7.1
El Dorado County,2004-10-01,88800,84700,4000,4.5
Fresno County,2004-10-01,401100,363500,37600,9.4
Glenn County,2004-10-01,11960,11180,780,6.5
Humboldt County,2004-10-01,60900,57600,3400,5.6
Imperial County,2004-10-01,60100,49000,11100,18.5
Inyo County,2004-10-01,9300,8850,460,4.9
Kern County,2004-10-01,315800,288800,27000,8.5
Kings County,2004-10-01,53100,48100,5000,9.4
Lake County,2004-10-01,26000,23970,2040,7.8
Lassen County,2004-10-01,12900,12150,750,5.8
Los Angeles County,2004-10-01,4767400,4475700,291700,6.1
Madera County,2004-10-01,59700,55000,4700,7.9
Marin County,2004-10-01,129200,123900,5300,4.1
Mariposa County,2004-10-01,8660,8160,500,5.8
Mendocino County,2004-10-01,44660,42300,2350,5.3
Merced County,2004-10-01,98600,90100,8500,8.6
Modoc County,2004-10-01,4010,3750,260,6.5
Mono County,2004-10-01,7620,7190,420,5.5
Monterey County,2004-10-01,207600,195500,12100,5.8
Napa County,2004-10-01,71900,68800,3100,4.3
Nevada County,2004-10-01,49170,46910,2270,4.6
Orange County,2004-10-01,1579900,1516900,63100,4
Placer County,2004-10-01,158900,152000,6900,4.3
Plumas County,2004-10-01,10420,9750,670,6.4
Riverside County,2004-10-01,830000,781600,48400,5.8
Sacramento County,2004-10-01,660700,626300,34400,5.2
San Benito County,2004-10-01,24700,22800,1900,7.7
San Bernardino County,2004-10-01,839400,794600,44800,5.3
San Diego County,2004-10-01,1487600,1421200,66400,4.5
San Francisco County,2004-10-01,418300,395700,22600,5.4
San Joaquin County,2004-10-01,281200,259500,21800,7.8
San Luis Obispo County,2004-10-01,131200,125600,5600,4.3
San Mateo County,2004-10-01,361300,345100,16100,4.5
Santa Barbara County,2004-10-01,212500,203100,9500,4.5
Santa Clara County,2004-10-01,820400,773300,47000,5.7
Santa Cruz County,2004-10-01,144400,136400,8000,5.5
Shasta County,2004-10-01,83700,78400,5400,6.5
Sierra County,2004-10-01,1630,1520,110,6.7
Siskiyou County,2004-10-01,18900,17520,1390,7.4
Solano County,2004-10-01,207200,196300,10900,5.3
Sonoma County,2004-10-01,256000,244600,11400,4.5
Stanislaus County,2004-10-01,224500,206300,18200,8.1
Sutter County,2004-10-01,40200,36500,3700,9.2
Tehama County,2004-10-01,26180,24590,1590,6.1
Trinity County,2004-10-01,5170,4730,440,8.5
Tulare County,2004-10-01,176300,157900,18400,10.4
Tuolumne County,2004-10-01,25710,24150,1550,6
Ventura County,2004-10-01,414100,393000,21100,5.1
Yolo County,2004-10-01,91800,86900,4800,5.2
Yuba County,2004-10-01,25300,23200,2000,7.9
Alameda County,2005-10-01,736300,700000,36300,4.9
Alpine County,2005-10-01,430,390,40,9.3
Amador County,2005-10-01,17450,16550,900,5.2
Butte County,2005-10-01,99700,93900,5800,5.8
Calaveras County,2005-10-01,20890,19700,1190,5.7
Colusa County,2005-10-01,10430,9540,900,8.6
Contra Costa County,2005-10-01,510800,487400,23400,4.6
Del Norte County,2005-10-01,10850,10100,750,6.9
El Dorado County,2005-10-01,91400,87400,4000,4.4
Fresno County,2005-10-01,409800,377000,32800,8
Glenn County,2005-10-01,12040,11300,740,6.1
Humboldt County,2005-10-01,60000,56700,3300,5.5
Imperial County,2005-10-01,61900,51200,10700,17.3
Inyo County,2005-10-01,9180,8760,420,4.6
Kern County,2005-10-01,333400,310000,23400,7
Kings County,2005-10-01,54500,50100,4400,8.1
Lake County,2005-10-01,26300,24470,1830,7
Lassen County,2005-10-01,13040,12230,810,6.2
Los Angeles County,2005-10-01,4806100,4568700,237400,4.9
Madera County,2005-10-01,62700,58600,4100,6.5
Marin County,2005-10-01,129500,124600,5000,3.9
Mariposa County,2005-10-01,8940,8490,450,5
Mendocino County,2005-10-01,44870,42730,2130,4.7
Merced County,2005-10-01,99800,92000,7800,7.8
Modoc County,2005-10-01,4140,3910,230,5.6
Mono County,2005-10-01,7650,7230,420,5.5
Monterey County,2005-10-01,208700,198200,10500,5
Napa County,2005-10-01,72900,70100,2800,3.8
Nevada County,2005-10-01,48990,46850,2140,4.4
Orange County,2005-10-01,1593100,1534500,58600,3.7
Placer County,2005-10-01,165400,158500,6900,4.2
Plumas County,2005-10-01,10230,9620,610,6
Riverside County,2005-10-01,861900,815600,46300,5.4
Sacramento County,2005-10-01,668400,636700,31700,4.7
San Benito County,2005-10-01,24200,22700,1500,6.2
San Bernardino County,2005-10-01,859000,815900,43100,5
San Diego County,2005-10-01,1491600,1428200,63400,4.3
San Francisco County,2005-10-01,414000,394300,19700,4.8
San Joaquin County,2005-10-01,285200,265300,19900,7
